DATE,DTB1YR
2024-05-22,4.91
2024-05-23,4.94
2024-05-24,4.95
2024-05-27,.
2024-05-28,4.96
2024-05-29,4.97
2024-05-30,4.95
2024-05-31,4.94
2024-06-03,4.9
2024-06-04,4.88
2024-06-05,4.86
2024-06-06,4.85
2024-06-07,4.94
2024-06-10,4.93
2024-06-11,4.9
2024-06-12,4.87
2024-06-13,4.82
2024-06-14,4.81
2024-06-17,4.86
2024-06-18,4.84
2024-06-19,.
2024-06-20,4.86
2024-06-21,4.86
2024-06-24,4.86
2024-06-25,4.86
2024-06-26,4.89
